"id","Sex","BIRTHDAY_new","Natal.pride","n_census","season","year","capture.date","begin","north","east","age.at.capture","stage","stage.next","pride","group","last.seen.date","last.seen.status","survival","reproduction","repro.stage","cubs","last.seen","stage.nb","death.census","coalition","habitat","habitat.code","location","location.code","nb_nm_coal_pop","pop_size","nb_af_pride","coal_size","nb_nm_coal_hr"
"MS10","M","1983-03-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,21,"SA2M","YM1","MS","MS","1995-03-16","D",1,NA,NA,NA,NA,3,22,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS11","M","1983-03-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,21,"SA2M","YM1","MS","MS","1988-07-29",NA,1,NA,NA,NA,NA,3,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS12","M","1983-03-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,21,"SA2M","YM1","MS","MS","1994-05-17",NA,1,NA,NA,NA,NA,3,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS14","M","1983-03-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,21,"SA2M","YM1","MS","MS","1995-01-10",NA,1,NA,NA,NA,NA,3,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS16","F","1983-06-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,18,"SA2F","AF","MS","MS","1985-12-09",NA,1,NA,NA,NA,NA,2,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS18","M","1983-06-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,18,"SA2M","YM1","MS","MS","1991-12-30",NA,1,NA,NA,NA,NA,3,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS22","F","1983-08-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,16,"SA1","SA2F","MS","MS","1994-01-02",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"centre",1,7,269,7,NA,0
"MS23","F","1983-08-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,16,"SA1","SA2F","MS","MS","1994-01-08",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"centre",1,7,269,7,NA,0
"MS24","F","1983-08-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,16,"SA1","SA2F","MS","MS","1994-07-05",NA,1,NA,NA,NA,NA,1,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS25","M","1983-08-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,16,"SA1","SA2M","MS","MS","1989-01-17",NA,1,NA,NA,NA,NA,1,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS26","M","1983-08-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,16,"SA1","SA2M","MS","MS","1988-05-07",NA,1,NA,NA,NA,NA,1,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS27","M","1983-09-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,15,"SA1","SA2M","MS","MS","1988-05-07",NA,1,NA,NA,NA,NA,1,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS28","F","1983-09-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,15,"SA1","SA2F","MS","MS","1985-10-06","D*",1,NA,NA,NA,NA,1,3,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MS30","M","1983-12-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,12,"J",NA,"MS","MS","1985-04-07",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"MS32","F","1984-01-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,11,"J","SA1","MS","MS","1989-01-27",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"MWINDAJI","F","1973-02-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,142,"AF","AF","MS","MS","1985-09-06","D*",1,0,"NR",NA,NA,4,3,NA,"grassland",0,"centre",1,7,269,7,NA,0
"BC1","M","1978-01-15","UNK",1,"wet",1985,"1984-11-15","08:50:00",9722800,709300,83,"RM","RM","MS","BOMA-CAVE-MALES","1987-11-06",NA,1,NA,NA,NA,NA,10,NA,"BOMA-CAVE-MALES","grassland",0,"centre",1,7,269,7,4,1
"MBIO","F","1973-02-15","MS",1,"wet",1985,"1984-11-15","06:20:00",9725600,704400,142,"AF","AF","MS","MS","1987-10-16",NA,1,1,"NR",0,NA,4,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MALAYA","F","1976-02-15","MS",1,"wet",1985,"1984-11-15","09:00:00",9722500,709000,106,"AF","AF","MU","MU","1988-06-30","D",1,0,"NR",NA,NA,4,9,NA,"grassland",0,"centre",1,7,269,2,NA,0
"MARIMBA","F","1976-09-15","MS",1,"wet",1985,"1984-11-15","09:00:00",9722500,709000,99,"AF","AF","MU","MU","1988-04-05",NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"MS37","M","1984-07-15","MU",1,"wet",1985,"1984-11-15","17:10:00",9723400,709300,5,"C",NA,"MU","MU","1984-12-09",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"MITCH","M","1979-07-15","UNK",1,"wet",1985,"1984-11-15","17:50:00",9686500,712100,65,"NM","RM","NO","MITCH&PIM","1985-10-22",NA,1,NA,NA,NA,NA,9,NA,"MITCH&PIM","grassland",0,"periphery",0,7,269,NA,2,NA
"PIM","M","1976-07-15","UNK",1,"wet",1985,"1984-11-15","17:50:00",9686500,712100,101,"NM","RM","NO","MITCH&PIM","1991-01-22",NA,1,NA,NA,NA,NA,9,NA,"MITCH&PIM","grassland",0,"periphery",0,7,269,NA,2,NA
"FRED","M","1980-01-15","UNK",1,"wet",1985,"1984-11-15","08:00:00",9720300,707700,59,"NM","NM","NO","FRED","1986-10-19",NA,1,NA,NA,NA,NA,9,NA,"FRED","grassland",0,"centre",1,7,269,NA,1,NA
"TWIRP-1","M","1980-03-15","UNK",1,"wet",1985,"1984-11-15","18:15:00",9710800,710000,57,"NM","NM","NO","TWIRP-TWINS","1992-04-14",NA,1,NA,NA,NA,NA,9,NA,"TWIRP-TWINS","grassland",0,"centre",1,7,269,NA,1,NA
"MSU","M","1980-09-15","MS",1,"wet",1985,"1984-11-15","08:05:00",9717400,714600,51,"NM","RM","NO","MSU","1988-01-30",NA,1,NA,NA,NA,NA,9,NA,"MSU","grassland",0,"centre",1,7,269,NA,1,NA
"PUNK","M","1983-01-15","UNK",1,"wet",1985,"1984-11-15",NA,9701900,727300,23,"NM","RM","NO","PUNK","1987-05-12",NA,1,NA,NA,NA,NA,9,NA,"PUNK","grassland",0,"centre",1,7,269,NA,1,NA
"PSEUDO-SON","M","1974-07-15","UNK",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,125,"RM",NA,"SR","SAMSON,SON&PSEUDO-SON","1985-04-03",NA,0,NA,NA,NA,NA,10,NA,"SAMSON,SON&PSEUDO-SON","open woodland",1,"periphery",0,7,269,2,3,0
"SAMSON","M","1974-07-15","UNK",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,125,"RM","RM","SR","SAMSON,SON&PSEUDO-SON","1987-02-21","D",1,NA,NA,NA,NA,10,6,"SAMSON,SON&PSEUDO-SON","open woodland",1,"periphery",0,7,269,2,3,0
"SON-OF-SAM","M","1974-07-15","UNK",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,125,"RM","RM","SR","SAMSON,SON&PSEUDO-SON","1986-12-31",NA,1,NA,NA,NA,NA,10,NA,"SAMSON,SON&PSEUDO-SON","open woodland",1,"periphery",0,7,269,2,3,0
"NELL","F","1981-07-15","NW",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,41,"AF","AF","NW","NW","1994-05-21",NA,1,1,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"NOB","F","1970-02-15","CS",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,178,"AF","AF","NW","NW","1987-02-13",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"NW02","M","1983-01-15","NW",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,23,"SA2M","YM1","NW","NW","1987-02-21",NA,1,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"NW03","M","1984-01-15","NW",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,11,"J","SA1","NW","NW","1987-02-21",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"NW04","M","1984-01-15","NW",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,11,"J","SA1","NW","NW","1987-02-21",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"NW05","M","1984-06-15","NW",1,"wet",1985,"1984-11-15","16:06:00",9731900,711500,6,"J","SA1","NW","NW","1987-02-21",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"NEW-PLAINS-1","M","1978-07-15","UNK",1,"wet",1985,"1984-11-15","08:47:00",9713300,709800,77,"RM","RM","PN","NEW-PLAINS-BLOND,BLACK&1","1985-09-03",NA,1,NA,NA,NA,NA,10,NA,"NEW-PLAINS-BLOND,BLACK&1","grassland",0,"centre",1,7,269,7,3,0
"PLAINS-BLACK","M","1978-07-15","UNK",1,"wet",1985,"1984-11-15","08:47:00",9713300,709800,77,"RM","RM","PN","NEW-PLAINS-BLOND,BLACK&1","1990-04-05",NA,1,NA,NA,NA,NA,10,NA,"NEW-PLAINS-BLOND,BLACK&1","grassland",0,"centre",1,7,269,7,3,0
"PLAZA","F","1974-02-15","PN",1,"wet",1985,"1984-11-15","08:47:00",9713300,709800,130,"AF","AF","PN","PN","1987-09-12",NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PN3","F","1978-06-15","PN",1,"wet",1985,"1984-11-15","08:47:00",9713300,709800,78,"AF","AF","PN","PN","1987-11-30",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PND","F","1982-02-15","PN",1,"wet",1985,"1984-11-15","08:47:00",9713300,709800,34,"AF","AF","PN","PN","1994-01-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PNF","F","1982-05-15","PN",1,"wet",1985,"1984-11-15","08:47:00",9713300,709800,31,"AF","AF","PN","PN","1992-07-16","D",1,0,"NR",NA,NA,4,17,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PNG","F","1982-07-15","PN",1,"wet",1985,"1984-11-15","08:47:00",9713300,709800,29,"AF","AF","PN","PN","1994-01-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PLATTA","F","1974-02-15","PN",1,"wet",1985,"1984-11-15","06:20:00",9709700,709900,130,"AF","AF","PN","PN","1989-02-05",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PLAYA","F","1974-02-15","PN",1,"wet",1985,"1984-11-15","06:20:00",9709700,709900,130,"AF","AF","PN","PN","1991-11-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PNI","M","1984-09-15","PN",1,"wet",1985,"1984-11-15","06:20:00",9709700,709900,3,"C",NA,"PN","PN","1985-05-04",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PNJ","M","1984-09-15","PN",1,"wet",1985,"1984-11-15","06:20:00",9709700,709900,3,"C",NA,"PN","PN","1985-05-04",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PNK","F","1984-09-15","PN",1,"wet",1985,"1984-11-15","06:20:00",9709700,709900,3,"C",NA,"PN","PN","1985-05-04",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,7,NA,0
"PLAINS-BLOND","M","1978-07-15","UNK",1,"wet",1985,"1984-11-15","14:00:00",9709700,711700,77,"RM","RM","PN","NEW-PLAINS-BLOND,BLACK&1","1990-02-17","D",1,NA,NA,NA,NA,10,12,"NEW-PLAINS-BLOND,BLACK&1","grassland",0,"centre",1,7,269,7,3,0
"VAN","M","1976-07-15","UNK",1,"wet",1985,"1984-11-15","17:15:00",9701000,716500,101,"RM","RM","SB","VAN&WINKLE","1986-08-13",NA,1,NA,NA,NA,NA,10,NA,"VAN&WINKLE","grassland",0,"centre",1,7,269,8,2,1
"WINKLE","M","1977-07-15","UNK",1,"wet",1985,"1984-11-15","17:15:00",9701000,716500,89,"RM","RM","SB","VAN&WINKLE","1986-11-28",NA,1,NA,NA,NA,NA,10,NA,"VAN&WINKLE","grassland",0,"centre",1,7,269,8,2,1
"SADIE","F","1975-03-15","SB",1,"wet",1985,"1984-11-15","17:15:00",9701000,716500,117,"AF","AF","SB","SB","1989-04-07",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBG","F","1982-10-15","SB",1,"wet",1985,"1984-11-15","07:30:00",9706600,711500,26,"AF","AF","SB","SB","1995-08-20",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBH","F","1982-10-15","SB",1,"wet",1985,"1984-11-15","07:30:00",9706600,711500,26,"AF","AF","SB","SB","1987-04-26",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBJ","M","1982-10-15","SB",1,"wet",1985,"1984-11-15","07:30:00",9706600,711500,26,"YM1","YM2","SB","SB","1985-07-19",NA,1,NA,NA,NA,NA,5,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBK","M","1982-10-15","SB",1,"wet",1985,"1984-11-15","07:30:00",9706600,711500,26,"YM1","YM2","SB","SB","1987-05-12",NA,1,NA,NA,NA,NA,5,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SASHA","F","1975-03-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,117,"AF","AF","SB","SB","1990-05-14",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBC","F","1980-02-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,58,"AF","AF","SB","SB","1993-09-23","D",1,1,"NR",2,NA,4,19,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBM","F","1983-12-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,12,"SA1","SA2F","SB","SB","1994-06-22",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBN","M","1983-12-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,12,"SA1","SA2M","SB","SB","1994-01-05",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBO","F","1983-12-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,12,"SA1","SA2F","SB","SB","1992-12-17",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBQ","F","1984-03-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,9,"J","SA1","SB","SB","1989-05-10",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBR","F","1984-03-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,9,"J","SA1","SB","SB","1994-02-28",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBS","M","1984-03-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,9,"J","SA1","SB","SB","1987-07-20",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBT","M","1984-03-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,9,"J",NA,"SB","SB","1984-12-04",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBU","M","1984-03-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,9,"J","SA1","SB","SB","1988-01-14",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBV","M","1984-04-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,8,"J",NA,"SB","SB","1984-12-04",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBW","F","1984-04-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,8,"J",NA,"SB","SB","1984-12-04",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBX","M","1984-04-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,8,"J","SA1","SB","SB","1986-11-28",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBY","F","1983-09-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,15,"SA1",NA,"SB","SB","1984-12-04",NA,0,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBZ","F","1983-09-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,15,"SA1",NA,"SB","SB","1984-12-04",NA,0,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SCRUFF","F","1970-07-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,173,"AF","AF","SB","SB","1985-09-22",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SOPHIE","F","1975-05-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,115,"AF","AF","SB","SB","1988-05-14",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SUKI","F","1975-03-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,117,"AF","AF","SB","SB","1988-09-03",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SBI","M","1982-10-15","SB",1,"wet",1985,"1984-11-15","08:10:00",9703000,713800,26,"YM1","YM2","SB","SB","1994-01-05",NA,1,NA,NA,NA,NA,5,NA,NA,"grassland",0,"centre",1,7,269,8,NA,0
"SHAIRI","F","1973-09-15","SH",1,"wet",1985,"1984-11-15","18:10:00",9725300,701300,135,"AF","AF","SH","SH","1987-01-02","D",1,1,"NR",0,NA,4,6,NA,"grassland",0,"periphery",0,7,269,2,NA,0
"SHL","M","1983-04-15","SH",1,"wet",1985,"1984-11-15","18:10:00",9725300,701300,20,"SA2M","YM1","SH","SH","1986-06-23",NA,1,NA,NA,NA,NA,3,NA,NA,"grassland",0,"periphery",0,7,269,2,NA,0
"SHM","M","1983-04-15","SH",1,"wet",1985,"1984-11-15","18:10:00",9725300,701300,20,"SA2M","YM1","SH","SH","1986-06-23",NA,1,NA,NA,NA,NA,3,NA,NA,"grassland",0,"periphery",0,7,269,2,NA,0
"SHI","F","1980-04-15","SH",1,"wet",1985,"1984-11-15","08:30:00",9724800,701300,56,"AF","AF","SH","SH","1990-08-20",NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,7,269,2,NA,0
"DAVE","M","1983-04-15","SH",1,"wet",1985,"1984-11-15","06:35:00",9724700,707300,20,"SA2M","YM1","SH","SH","1986-06-23",NA,1,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"centre",1,7,269,2,NA,0
"SM16","F","1983-06-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,18,"SA2F","AF","SM","SM","1988-08-17",NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SM18","F","1983-07-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,17,"SA1","SA2F","SM","SM","1985-09-13",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SM19","F","1983-11-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,13,"SA1","SA2F","SM","SM","1994-08-12","D",1,NA,NA,NA,NA,1,21,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SM20","F","1983-11-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,13,"SA1","SA2F","SM","SM","1985-09-13",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SM21","M","1983-11-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,13,"SA1","SA2M","SM","SM","1985-12-26",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SMA","F","1978-07-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,77,"AF","AF","SM","SM","1993-09-26","D",1,0,"NR",NA,NA,4,19,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SMB","F","1978-08-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,76,"AF","AF","SM","SM","1990-06-22",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SMC","F","1978-06-15","SM",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,78,"AF","AF","SM","SM","1989-06-01","D",1,0,"NR",NA,NA,4,10,NA,"grassland",0,"centre",1,7,269,5,NA,0
"WOOZY","F","1971-04-15","MS",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,164,"AF",NA,"SM","SM","1985-06-13",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,5,NA,0
"WOSTILLY","F","1971-04-15","MS",1,"wet",1985,"1984-11-15","10:30:00",9715600,725900,164,"AF","AF","SM","SM","1985-08-11",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,5,NA,0
"SHIDA","F","1975-08-15","SE",1,"wet",1985,"1984-11-15","17:35:00",9731200,704900,112,"AF","AF","SR","SR","1988-03-11",NA,1,1,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"SHIKA","F","1975-08-15","SE",1,"wet",1985,"1984-11-15","17:35:00",9731200,704900,112,"AF","AF","SR","SR","1989-08-08",NA,1,1,"NR",1,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,2,NA,0
"SIMON","M","1984-05-15","SY",1,"wet",1985,"1984-11-15","08:59:00",9703500,714200,7,"J","SA1","SY","SY","1985-12-24",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,1,NA,0
"SYMPATICA","F","1976-10-15","SB",1,"wet",1985,"1984-11-15","08:59:00",9703500,714200,98,"AF","AF","SY","SY","1993-08-22","D",1,0,"NR",NA,NA,4,19,NA,"grassland",0,"centre",1,7,269,1,NA,0
"FOUND","M","1980-01-15","UNK",1,"wet",1985,"1984-11-15","07:30:00",9712400,726700,59,"RM","RM","WS","PN5&FOUND","1987-11-23",NA,1,NA,NA,NA,NA,10,NA,"PN5&FOUND","grassland",0,"centre",1,7,269,NA,2,1
"PN5","M","1978-06-15","PN",1,"wet",1985,"1984-11-15","10:45:00",9707800,726300,78,"RM","RM","WS","PN5&FOUND","1987-11-23",NA,1,NA,NA,NA,NA,10,NA,"PN5&FOUND","grassland",0,"centre",1,7,269,NA,2,1
"BM1","F","1976-09-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,106,"AF","AF","BM","BM","1987-03-15",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,10,336,4,NA,0
"BM2","F","1976-09-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,106,"AF","AF","BM","BM","1987-07-21","D",1,0,"NR",NA,NA,4,7,NA,"grassland",0,"centre",1,10,336,4,NA,0
"BME","F","1981-11-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,44,"AF","AF","BM","BM","1990-02-09",NA,1,NA,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,10,336,4,NA,0
"BMF","M","1984-06-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,13,"SA1","SA2M","BM","BM","1988-03-09",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,10,336,4,NA,0
"BMG","M","1984-06-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,13,"SA1","SA2M","BM","BM","1987-09-11",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,10,336,4,NA,0
"BMH","M","1984-06-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,13,"SA1","SA2M","BM","BM","1988-03-09",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,10,336,4,NA,0
"BMK","F","1985-02-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,5,"C",NA,"BM","BM","1985-08-12",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,10,336,4,NA,0
"MONEY","F","1970-02-15","BM",2,"dry",1985,"1985-06-15","08:25:00",9715300,714100,185,"AF","AF","BM","BM","1986-06-03",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,10,336,4,NA,0
"BARBET","M","1978-08-15","BF",2,"dry",1985,"1985-06-15","08:30:00",9718500,712900,83,"RM","RM","BM","EL-BRAVO&BARBET","1988-02-01",NA,1,NA,NA,NA,NA,10,NA,"EL-BRAVO&BARBET","grassland",0,"centre",1,10,336,4,1,0
"CSP","F","1980-09-15","CS",2,"dry",1985,"1985-06-15","11:09:00",9737500,702300,58,"AF","AF","CS","CS","1994-08-31","D",1,0,"NR",NA,NA,4,21,NA,"open woodland",1,"periphery",0,10,336,13,NA,0
"CL","F","1981-04-15","CS",2,"dry",1985,"1985-06-15","09:30:00",9734100,702800,51,"AF","AF","CS","CS","1989-06-16",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,10,336,13,NA,0
"CSW","F","1981-10-15","CS",2,"dry",1985,"1985-06-15","09:30:00",9734100,702800,45,"AF","AF","CS","CS","1989-02-05",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,10,336,13,NA,0
"UK1","M","1976-07-15","UNK",2,"dry",1985,"1985-06-15","08:10:00",9734300,701800,108,"RM",NA,"CS","UK1&2","1985-09-12",NA,0,NA,NA,NA,NA,10,NA,"UK1&2","open woodland",1,"periphery",0,10,336,13,2,2
"UK2","M","1976-07-15","UNK",2,"dry",1985,"1985-06-15","08:10:00",9734300,701800,108,"RM",NA,"CS","UK1&2","1985-09-02",NA,0,NA,NA,NA,NA,10,NA,"UK1&2","open woodland",1,"periphery",0,10,336,13,2,2
"CFI","F","1973-09-15","CS",2,"dry",1985,"1985-06-15","08:10:00",9734300,701800,142,"AF",NA,"CS","CS","1985-10-15","D",0,NA,NA,NA,NA,4,3,NA,"open woodland",1,"periphery",0,10,336,13,NA,0
"CS23","F","1985-01-15","CS",2,"dry",1985,"1985-06-15","08:10:00",9734300,701800,6,"C",NA,"CS","CS","1985-10-06","D",0,NA,NA,NA,NA,13,3,NA,"open woodland",1,"periphery",0,10,336,13,NA,0
