"id","Sex","BIRTHDAY_new","Natal.pride","n_census","season","year","capture.date","begin","north","east","age.at.capture","stage","stage.next","pride","group","last.seen.date","last.seen.status","survival","reproduction","repro.stage","cubs","last.seen","stage.nb","death.census","coalition","habitat","habitat.code","location","location.code","nb_nm_coal_pop","pop_size","nb_af_pride","coal_size","nb_nm_coal_hr"
"CS40","M","1986-06-15","CS",9,"wet",1989,"1988-11-15","07:10:00",9730100,700200,30,"YM2",NA,"CS","CS","1988-12-29",NA,0,NA,NA,NA,NA,6,NA,NA,"open woodland",1,"periphery",0,6,402,10,NA,1
"CS42","F","1988-04-15","CS",9,"wet",1989,"1988-11-15","07:05:00",9730700,700200,8,"J",NA,"CS","CS","1989-03-18",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,6,402,10,NA,1
"GOFU","F","1976-04-15","GO",9,"wet",1989,"1988-11-15","14:35:00",9701000,729300,152,"AF","AF","GO","GO","1991-10-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"GOKA","F","1976-04-15","GO",9,"wet",1989,"1988-11-15","14:35:00",9701000,729300,152,"AF","AF","GO","GO","1991-06-06",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"GE2","M","1986-09-15","GO",9,"wet",1989,"1988-11-15","13:30:00",9688000,731000,27,"YM1","YM2","GO","GO","1995-06-17",NA,1,NA,NA,NA,NA,5,NA,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"GOKO","F","1976-06-15","GO",9,"wet",1989,"1988-11-15","13:30:00",9688000,731000,150,"AF","AF","GO","GO","1991-03-13",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"G07","F","1983-12-15","GW",9,"wet",1989,"1988-11-15",NA,9700000,729500,60,"AF","AF","GU","GU","2001-09-07","D",1,NA,"NR",3,NA,4,35,NA,"grassland",0,"periphery",0,6,402,2,NA,1
"G06","F","1983-12-15","GW",9,"wet",1989,"1988-11-15","15:00:00",9698800,728800,60,"AF","AF","GU","GU","1992-03-04",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,2,NA,1
"NORM","M","1979-07-15","UNK",9,"wet",1989,"1988-11-15","15:20:00",9697400,731500,113,"RM","RM","GU","NORM&SNAG","1992-07-22",NA,1,NA,NA,NA,NA,10,NA,"NORM&SNAG","grassland",0,"centre",1,6,402,2,2,4
"SNAGGLE-TOOTH","M","1981-07-15","UNK",9,"wet",1989,"1988-11-15","15:20:00",9697400,731500,89,"RM","RM","GU","NORM&SNAG","1992-07-22",NA,1,NA,NA,NA,NA,10,NA,"NORM&SNAG","grassland",0,"periphery",0,6,402,2,2,4
"L21","M","1982-12-15","LL",9,"wet",1989,"1988-11-15",NA,9708000,726000,72,"RM","RM","SM","L21+TWIRP-TWINS","1989-11-29","D*",1,NA,NA,NA,NA,10,12,"L21+TWIRP-TWINS","grassland",0,"centre",1,6,402,4,2,3
"PIM","M","1976-07-15","UNK",9,"wet",1989,"1988-11-15","08:43:00",9704000,726000,149,"NM","RM","NO","PIM&CLARE-5","1991-01-22",NA,1,NA,NA,NA,NA,9,NA,"PIM&CLARE-5","grassland",0,"centre",1,6,402,NA,1,NA
"L38","F","1984-06-15","K2",9,"wet",1989,"1988-11-15","11:15:00",9721200,715100,54,"AF","AF","K2","K2","1992-12-27",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,3,NA,1
"LL5","F","1982-06-15","KB",9,"wet",1989,"1988-11-15","11:15:00",9721200,715100,78,"AF",NA,"K2","K2","1989-01-13",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,3,NA,1
"LLV","F","1982-03-15","KB",9,"wet",1989,"1988-11-15","11:15:00",9721200,715100,81,"AF","AF","K2","K2","1992-02-25",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,3,NA,1
"JOHN","M","1983-01-15","UNK",9,"wet",1989,"1988-11-15","08:15:00",9707700,726300,71,"RM","RM","MK","JOHN,MAYNARD&SMITH","1994-12-08",NA,1,NA,NA,NA,NA,10,NA,"JOHN,MAYNARD&SMITH","grassland",0,"centre",1,6,402,4,3,5
"MAYNARD","M","1983-01-15","UNK",9,"wet",1989,"1988-11-15","15:30:00",9722000,716500,71,"RM","RM","MK","JOHN,MAYNARD&SMITH","1994-01-13",NA,1,NA,NA,NA,NA,10,NA,"JOHN,MAYNARD&SMITH","grassland",0,"centre",1,6,402,4,3,5
"K06","F","1984-08-15","KB",9,"wet",1989,"1988-11-15","11:45:00",9720500,719500,52,"AF","AF","KB","KB","1996-08-12","D",1,0,"NR",NA,NA,4,25,NA,"grassland",0,"centre",1,6,402,3,NA,1
"L12","F","1977-03-15","LL",9,"wet",1989,"1988-11-15","11:45:00",9720500,719500,141,"AF","AF","KB","KB","1990-01-15",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,3,NA,1
"L15","F","1977-06-15","LL",9,"wet",1989,"1988-11-15","11:45:00",9720500,719500,138,"AF","AF","KB","KB","1994-05-31","D",1,0,"NR",NA,NA,4,20,NA,"grassland",0,"centre",1,6,402,3,NA,1
"MS25","M","1983-08-15","MS",9,"wet",1989,"1988-11-15","10:50:00",9724600,726500,64,"RM",NA,"KB","MAASAI-9","1989-01-17",NA,0,NA,NA,NA,NA,10,NA,"MAASAI-9","grassland",0,"periphery",0,6,402,9,5,2
"L25","F","1983-01-15","LL",9,"wet",1989,"1988-11-15","09:50:00",9729900,713700,71,"AF","AF","LL","LL","1994-03-20","D",1,0,"NR",NA,NA,4,20,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"L32","F","1983-08-15","LL",9,"wet",1989,"1988-11-15","09:50:00",9729900,713700,64,"AF","AF","LL","LL","1993-06-25","D",1,0,"NR",NA,NA,4,19,NA,"grassland",0,"periphery",0,6,402,9,NA,1
"LLA","F","1979-06-15","LL",9,"wet",1989,"1988-11-15","09:50:00",9729900,713700,114,"AF","AF","LL","LL","1994-03-01",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"LLH","F","1979-08-15","LL",9,"wet",1989,"1988-11-15","09:50:00",9729900,713700,112,"AF","AF","LL","LL","1993-07-29",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,9,NA,1
"LLC","F","1979-06-15","LL",9,"wet",1989,"1988-11-15","12:40:00",9727400,714700,114,"AF","AF","LL","LL","1990-10-29",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"MS12","M","1983-03-15","MS",9,"wet",1989,"1988-11-15","11:30:00",9727700,716400,69,"RM","RM","LL","MAASAI-9","1994-05-17",NA,1,NA,NA,NA,NA,10,NA,"MAASAI-9","open woodland",1,"periphery",0,6,402,9,5,2
"LLI","F","1979-08-15","LL",9,"wet",1989,"1988-11-15","11:30:00",9727700,716400,112,"AF","AF","LL","LL","1991-11-17",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"MS14","M","1983-03-15","MS",9,"wet",1989,"1988-11-15","08:45:00",9732300,715700,69,"RM","RM","LL","MAASAI-9","1995-01-10",NA,1,NA,NA,NA,NA,10,NA,"MAASAI-9","open woodland",1,"periphery",0,6,402,9,5,2
"MS18","M","1983-06-15","MS",9,"wet",1989,"1988-11-15","08:45:00",9732300,715700,66,"RM","RM","LL","MAASAI-9","1991-12-30",NA,1,NA,NA,NA,NA,10,NA,"MAASAI-9","open woodland",1,"periphery",0,6,402,9,5,2
"MS10","M","1983-03-15","MS",9,"wet",1989,"1988-11-15","18:22:00",9731000,715100,69,"RM","RM","LL","MAASAI-9","1995-03-16","D",1,NA,NA,NA,NA,10,22,"MAASAI-9","open woodland",1,"periphery",0,6,402,9,5,2
"L28","F","1983-03-15","LL",9,"wet",1989,"1988-11-15","20:50:00",9729000,718800,69,"AF","AF","LL","LL","1993-12-04",NA,1,NA,"RAF_3",NA,NA,4,NA,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"L70","U","1988-10-15","LL",9,"wet",1989,"1988-11-15","16:55:00",9726600,716200,2,"C",NA,"LL","LL","1988-12-30","D_young_disappeared",0,NA,NA,NA,NA,13,10,NA,"grassland",0,"centre",1,6,402,9,NA,1
"L23","F","1983-01-15","LL",9,"wet",1989,"1988-11-15","09:00:00",9730500,717000,71,"AF","AF","LL","LL","1994-03-01","D",1,0,"NR",NA,NA,4,20,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"L69","M","1987-09-15","LL",9,"wet",1989,"1988-11-15","09:30:00",9731500,714700,15,"SA1",NA,"LL","LL","1989-01-22","D*",0,NA,NA,NA,NA,1,10,NA,"open woodland",1,"periphery",0,6,402,9,NA,1
"LOLA","F","1973-07-15","LL",9,"wet",1989,"1988-11-15","09:55:00",9730200,714500,185,"AF",NA,"LL","LL","1989-04-07",NA,0,NA,NA,NA,NA,4,NA,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"L60","M","1987-07-15","LL",9,"wet",1989,"1988-11-15","09:20:00",9727000,714400,17,"SA1",NA,"LL","LL","1989-03-13","D",0,NA,NA,NA,NA,1,10,NA,"open woodland",1,"centre",1,6,402,9,NA,1
"L48","M","1986-09-15","LL",9,"wet",1989,"1988-11-15","16:00:00",9696000,731500,27,"YM1","YM2","LL","LL","1990-06-21",NA,1,NA,NA,NA,NA,5,NA,NA,"open woodland",1,"periphery",0,6,402,9,NA,1
"L49","M","1986-09-15","LL",9,"wet",1989,"1988-11-15","16:00:00",9696000,731500,27,"YM1","YM3","LL","LL","1990-04-12",NA,1,NA,NA,NA,NA,5,NA,NA,"open woodland",1,"periphery",0,6,402,9,NA,1
"L56","M","1987-04-15","LL",9,"wet",1989,"1988-11-15","16:00:00",9696000,731500,20,"SA2M",NA,"LL","LL","1989-05-11",NA,0,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"periphery",0,6,402,9,NA,1
"L54","M","1987-04-15","LL",9,"wet",1989,"1988-11-15","12:20:00",9699000,735000,20,"SA2M",NA,"LL","LL","1989-05-11",NA,0,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"periphery",0,6,402,9,NA,1
"L62","M","1987-07-15","LL",9,"wet",1989,"1988-11-15","12:20:00",9699000,735000,17,"SA1",NA,"LL","LL","1989-05-11",NA,0,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,6,402,9,NA,1
"L63","M","1987-07-15","LL",9,"wet",1989,"1988-11-15","12:20:00",9699000,735000,17,"SA1",NA,"LL","LL","1989-05-03",NA,0,NA,NA,NA,NA,1,NA,NA,"grassland",0,"periphery",0,6,402,9,NA,1
"MHB(HADHARI)","F","1979-07-15","UNK",9,"wet",1989,"1988-11-15","10:10:00",9722400,711500,113,"AF","AF","MH","MH","1992-05-06",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,1,NA,1
"SMITH","M","1983-01-15","UNK",9,"wet",1989,"1988-11-15","09:50:00",9721700,708000,71,"RM","RM","MK","JOHN,MAYNARD&SMITH","1994-01-18",NA,1,NA,NA,NA,NA,10,NA,"JOHN,MAYNARD&SMITH","grassland",0,"centre",1,6,402,4,3,5
"MKA","F","1986-03-15","MK",9,"wet",1989,"1988-11-15","08:45:00",9721600,708300,33,"AF","AF","MK","MK","1992-10-27",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"centre",1,6,402,4,NA,1
"MP4","F","1981-05-15","MS",9,"wet",1989,"1988-11-15","08:45:00",9721600,708300,91,"AF","AF","MK","MK","1996-11-21",NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,4,NA,1
"MP7","F","1981-02-15","MS",9,"wet",1989,"1988-11-15","08:45:00",9721600,708300,94,"AF","AF","MK","MK","1997-12-05",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,4,NA,1
"MSF","F","1980-04-15","MS",9,"wet",1989,"1988-11-15","08:45:00",9721600,708300,104,"AF","AF","MK","MK","1993-07-13",NA,1,NA,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,6,402,4,NA,1
"MOSS","F","1973-08-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,184,"AF","AF","MS","MS","1990-08-06",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS22","F","1983-08-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,64,"AF","AF","MS","MS","1994-01-02",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS24","F","1983-08-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,64,"AF","AF","MS","MS","1994-07-05",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"MS32","F","1984-01-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,59,"AF",NA,"MS","MS","1989-01-27",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS44","M","1988-02-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,10,"J","SA1","MS","MS","1991-07-08",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS45","F","1988-02-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,10,"J","SA1","MS","MS","1994-01-06",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS46","M","1988-02-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,10,"J",NA,"MS","MS","1989-02-13",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS48","M","1988-05-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,7,"J",NA,"MS","MS","1989-02-13",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS49","M","1988-05-15","MS",9,"wet",1989,"1988-11-15","08:35:00",9724000,702400,7,"J",NA,"MS","MS","1989-02-13",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"MS23","F","1983-08-15","MS",9,"wet",1989,"1988-11-15","07:20:00",9726200,701000,64,"AF","AF","MS","MS","1994-01-08",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,5,NA,1
"COCKTAIL","M","1980-07-15","UNK",9,"wet",1989,"1988-11-15","10:24:00",9724700,697500,101,"RM","RM","MS","TRUMAN,CAPOTE&COCKTAIL","1990-08-16",NA,1,NA,NA,NA,NA,10,NA,"TRUMAN,CAPOTE&COCKTAIL","open woodland",1,"periphery",0,6,402,5,3,2
"TRUMAN","M","1980-07-15","UNK",9,"wet",1989,"1988-11-15","11:10:00",9726700,700500,101,"RM","RM","MS","TRUMAN,CAPOTE&COCKTAIL","1989-12-08",NA,1,NA,NA,NA,NA,10,NA,"TRUMAN,CAPOTE&COCKTAIL","open woodland",1,"periphery",0,6,402,5,3,2
"CAPOTE","M","1980-07-15","UNK",9,"wet",1989,"1988-11-15","09:00:00",9724500,701200,101,"RM",NA,"MS","TRUMAN,CAPOTE&COCKTAIL","1989-01-09",NA,0,NA,NA,NA,NA,10,NA,"TRUMAN,CAPOTE&COCKTAIL","grassland",0,"periphery",0,6,402,5,3,2
"CALVIN","M","1980-07-15","UNK",9,"wet",1989,"1988-11-15","06:45:00",9687000,723000,101,"RM","RM","N3","CALVIN&CULVERT","1990-06-23",NA,1,NA,NA,NA,NA,10,NA,"CALVIN&CULVERT","grassland",0,"periphery",0,6,402,2,2,1
"LILAC","F","1981-07-15","UNK",9,"wet",1989,"1988-11-15","06:45:00",9687000,723000,89,"AF","AF","N3","N3","1997-07-07",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,2,NA,1
"LILY","F","1983-07-15","UNK",9,"wet",1989,"1988-11-15","06:45:00",9687000,723000,65,"AF","AF","N3","N3","1999-09-30",NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,2,NA,1
"LYCHEE","F","1987-01-15","N3",9,"wet",1989,"1988-11-15","06:45:00",9687000,723000,23,"SA2F","AF","N3","N3","2006-10-14",NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"periphery",0,6,402,2,NA,1
"CULVERT","M","1979-07-15","UNK",9,"wet",1989,"1988-11-15","15:00:00",9687500,721200,113,"RM",NA,"N3","CALVIN&CULVERT","1989-04-17",NA,0,NA,NA,NA,NA,10,NA,"CALVIN&CULVERT","grassland",0,"periphery",0,6,402,2,2,1
"NB01","F","1983-02-15","NB",9,"wet",1989,"1988-11-15","17:10:00",9687500,722700,70,"AF","AF","NB","NB","1993-11-27",NA,1,NA,"NR",0,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,1,NA,1
"SYMPATICA","F","1976-10-15","SB",9,"wet",1989,"1988-11-15","08:15:00",9696000,726000,146,"AF","AF","SY","SY","1993-08-22","D",1,1,"NR",NA,NA,4,19,NA,"grassland",0,"centre",1,6,402,1,NA,1
"GI","M","1983-01-15","UNK",9,"wet",1989,"1988-11-15","11:20:00",9701500,709500,71,"RM","RM","SB","GI&JOE","1993-03-19",NA,1,NA,NA,NA,NA,10,NA,"GI&JOE","grassland",0,"centre",1,6,402,9,2,1
"TWIRP-1","M","1980-03-15","UNK",9,"wet",1989,"1988-11-15",NA,9708000,726000,105,"RM","RM","SM","L21+TWIRP-TWINS","1992-04-14",NA,1,NA,NA,NA,NA,10,NA,"L21+TWIRP-TWINS","grassland",0,"centre",1,6,402,4,2,3
"BC2","M","1978-01-15","UNK",9,"wet",1989,"1988-11-15","11:22:00",9689500,722000,131,"NM",NA,"NO","BOMA-CAVE-MALES","1989-02-05",NA,0,NA,NA,NA,NA,9,NA,"BOMA-CAVE-MALES","grassland",0,"periphery",0,6,402,NA,2,NA
"BC4","M","1978-01-15","UNK",9,"wet",1989,"1988-11-15","11:22:00",9689500,722000,131,"NM","RM","NO","BOMA-CAVE-MALES","1990-08-21",NA,1,NA,NA,NA,NA,9,NA,"BOMA-CAVE-MALES","grassland",0,"periphery",0,6,402,NA,2,NA
"GOLFBALL","M","1980-07-15","UNK",9,"wet",1989,"1988-11-15","13:00:00",9731800,713900,101,"NM","NM","NO","BUFFALO-BOB,BILL&GOLF","1992-12-07","D",1,NA,NA,NA,NA,9,18,"BUFFALO-BOB,BILL&GOLF","grassland",0,"centre",1,6,402,NA,1,NA
"HISTORY","M","1980-01-15","UNK",9,"wet",1989,"1988-11-15","11:00:00",9734000,707200,107,"NM","RM","NO","HISTORY&PROGRESS","1991-07-02",NA,1,NA,NA,NA,NA,9,NA,"HISTORY&PROGRESS","open woodland",1,"periphery",0,6,402,NA,1,NA
"PLATTA","F","1974-02-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,178,"AF",NA,"PN","PN","1989-02-05",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PLAYA","F","1974-02-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,178,"AF","AF","PN","PN","1991-11-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PN11","M","1988-02-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,10,"J","SA1","PN","PN","1990-10-25",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PN12","F","1988-02-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,10,"J","SA1","PN","PN","2000-08-15",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PN13","F","1988-08-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,4,"C",NA,"PN","PN","1989-02-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PN14","M","1988-08-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,4,"C","J","PN","PN","1990-10-25",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PN15","M","1988-08-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,4,"C","J","PN","PN","1990-10-25",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PN8","F","1988-02-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,10,"J","SA1","PN","PN","1995-05-26","D",1,NA,NA,NA,NA,13,22,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PN9","F","1988-02-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,10,"J","SA1","PN","PN","1994-04-20",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PND","F","1982-02-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,82,"AF","AF","PN","PN","1994-01-21",NA,1,NA,"RAF_1",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PNG","F","1982-07-15","PN",9,"wet",1989,"1988-11-15","10:20:00",9710200,701000,77,"AF","AF","PN","PN","1994-01-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PNF","F","1982-05-15","PN",9,"wet",1989,"1988-11-15","10:40:00",9710300,701100,79,"AF","AF","PN","PN","1992-07-16","D",1,1,"NR",1,NA,4,17,NA,"grassland",0,"centre",1,6,402,5,NA,1
"PLAINS-BLOND","M","1978-07-15","UNK",9,"wet",1989,"1988-11-15","17:00:00",9710400,701500,125,"RM","RM","PN","NEW-PLAINS-BLOND,BLACK&1","1990-02-17","D",1,NA,NA,NA,NA,10,12,"NEW-PLAINS-BLOND,BLACK&1","grassland",0,"centre",1,6,402,5,2,2
"PLAINS-BLACK","M","1978-07-15","UNK",9,"wet",1989,"1988-11-15","10:50:00",9705500,714500,125,"RM","RM","PN","NEW-PLAINS-BLOND,BLACK&1","1990-04-05",NA,1,NA,NA,NA,NA,10,NA,"NEW-PLAINS-BLOND,BLACK&1","grassland",0,"centre",1,6,402,5,2,2
"PN16","F","1988-08-15","PN",9,"wet",1989,"1988-11-15","09:35:00",9699500,715500,4,"C",NA,"PN","PN","1989-02-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,5,NA,1
"HAYSTACK","M","1981-07-15","UNK",9,"wet",1989,"1988-11-15","09:20:00",9698500,709500,89,"RM",NA,"S#","HAYSTACK&SMOKESTACK","1989-01-07",NA,0,NA,NA,NA,NA,10,NA,"HAYSTACK&SMOKESTACK","grassland",0,"periphery",0,6,402,3,2,2
"SMOKESTACK","M","1981-07-15","UNK",9,"wet",1989,"1988-11-15","09:20:00",9698500,709500,89,"RM",NA,"S#","HAYSTACK&SMOKESTACK","1989-01-07",NA,0,NA,NA,NA,NA,10,NA,"HAYSTACK&SMOKESTACK","grassland",0,"periphery",0,6,402,3,2,2
"S#04","F","1986-04-15","S#",9,"wet",1989,"1988-11-15","09:20:00",9698500,709500,32,"AF","AF","S#","S#","2000-08-04",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"S#05","M","1986-04-15","S#",9,"wet",1989,"1988-11-15","09:20:00",9698500,709500,32,"YM2","RM","S#","S#","1990-10-30",NA,1,NA,NA,NA,NA,6,NA,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"SB2","F","1981-01-15","SB",9,"wet",1989,"1988-11-15","09:20:00",9698500,709500,95,"AF","AF","S#","S#","1997-11-02",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"SB5","F","1981-01-15","SB",9,"wet",1989,"1988-11-15","09:20:00",9698500,709500,95,"AF","AF","S#","S#","1994-09-29","D",1,0,"NR",NA,NA,4,21,NA,"grassland",0,"periphery",0,6,402,3,NA,1
"SBC","F","1980-02-15","SB",9,"wet",1989,"1988-11-15","11:20:00",9701500,709500,106,"AF","AF","SB","SB","1993-09-23","D",1,1,"NR",0,NA,4,19,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SADIE","F","1975-03-15","SB",9,"wet",1989,"1988-11-15","11:45:00",9704400,712500,165,"AF",NA,"SB","SB","1989-04-07",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SASHA","F","1975-03-15","SB",9,"wet",1989,"1988-11-15","11:45:00",9704400,712500,165,"AF","AF","SB","SB","1990-05-14",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SBO","F","1983-12-15","SB",9,"wet",1989,"1988-11-15","17:00:00",9704200,712800,60,"AF","AF","SB","SB","1992-12-17",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SB06","F","1985-05-15","SB",9,"wet",1989,"1988-11-15","13:30:00",9695500,718000,43,"AF","AF","SB","SB","1992-07-29",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SBM","F","1983-12-15","SB",9,"wet",1989,"1988-11-15","13:30:00",9695500,718000,60,"AF","AF","SB","SB","1994-06-22",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SBR","F","1984-03-15","SB",9,"wet",1989,"1988-11-15","13:30:00",9695500,718000,57,"AF","AF","SB","SB","1994-02-28",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"JOE","M","1983-01-15","UNK",9,"wet",1989,"1988-11-15","10:15:00",9693000,719500,71,"RM","RM","SB","GI&JOE","1992-11-13",NA,1,NA,NA,NA,NA,10,NA,"GI&JOE","grassland",0,"centre",1,6,402,9,2,1
"SBP","F","1984-03-15","SB",9,"wet",1989,"1988-11-15","14:28:00",9698800,716400,57,"AF",NA,"SB","SB","1989-05-10",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SBQ","F","1984-03-15","SB",9,"wet",1989,"1988-11-15","14:28:00",9698800,716400,57,"AF",NA,"SB","SB","1989-05-10",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,9,NA,1
"SBG","F","1982-10-15","SB",9,"wet",1989,"1988-11-15","11:50:00",9702500,698400,74,"AF","AF","SG","SG","1995-08-20",NA,1,NA,"RAF_1",NA,NA,4,NA,NA,"grassland",0,"centre",1,6,402,1,NA,1
"SG03","M","1988-06-15","SG",9,"wet",1989,"1988-11-15","11:50:00",9702500,698400,6,"J","SA1","SG","SG","1996-02-22",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,1,NA,1
"SG04","M","1988-06-15","SG",9,"wet",1989,"1988-11-15","11:50:00",9702500,698400,6,"J",NA,"SG","SG","1989-01-13",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,1,NA,1
"SG05","F","1988-06-15","SG",9,"wet",1989,"1988-11-15","11:50:00",9702500,698400,6,"J",NA,"SG","SG","1988-12-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,6,402,1,NA,1
